#Time(ms)	 Value 	 Validity 	 avgValue 	 Diff 	 Outliers 	 invalidReason	 SD 
11600	 1.76 	1 	1.75 	0.01 	0 	-3	 0.05	 1.75 
11700	 1.76 	1 	1.75 	0.01 	0 	-3	 0.04	 1.76 
11800	 1.76 	1 	1.76 	0.00 	0 	-3	 0.04	 1.76 
11900	 1.76 	1 	1.76 	0.00 	0 	-3	 0.03	 1.76 
12000	 1.76 	1 	1.76 	0.00 	0 	-3	 0.03	 1.76 
12100	 1.76 	1 	1.76 	0.00 	0 	-3	 0.03	 1.76 
12200	 1.76 	1 	1.76 	0.00 	0 	-3	 0.03	 1.76 
12300	 1.85 	1 	1.80 	0.05 	0 	-3	 0.03	 1.82 
12400	 1.76 	1 	1.78 	0.02 	0 	-3	 0.04	 1.78 
12500	 1.76 	1 	1.77 	0.01 	0 	-3	 0.03	 1.77 
12600	 1.76 	1 	1.77 	0.01 	0 	-3	 0.03	 1.76 
12700	 1.76 	1 	1.76 	0.00 	0 	-3	 0.03	 1.76 
12800	 1.76 	1 	1.76 	0.00 	0 	-3	 0.02	 1.76 
12900	 1.85 	1 	1.81 	0.04 	0 	-3	 0.03	 1.82 
13000	 1.76 	1 	1.78 	0.02 	0 	-3	 0.04	 1.78 
13100	 1.76 	1 	1.77 	0.01 	0 	-3	 0.03	 1.77 
13200	 1.85 	1 	1.81 	0.04 	0 	-3	 0.04	 1.82 
13300	 1.85 	1 	1.83 	0.02 	0 	-3	 0.04	 1.84 
13400	 1.76 	1 	1.80 	0.04 	0 	-3	 0.04	 1.78 
13500	 1.85 	1 	1.82 	0.03 	0 	-3	 0.05	 1.83 
13600	 1.85 	1 	1.84 	0.01 	0 	-3	 0.04	 1.84 
13700	 1.76 	1 	1.80 	0.04 	0 	-3	 0.05	 1.79 
13800	 1.76 	1 	1.78 	0.02 	0 	-3	 0.04	 1.77 
13900	 1.22 	1 	1.50 	0.28 	0 	-3	 0.09	 1.38 
14000	 1.22 	1 	1.36 	0.14 	0 	-3	 0.08	 1.27 
14100	 1.22 	1 	1.29 	0.07 	0 	-3	 0.07	 1.23 
14200	 1.22 	1 	1.25 	0.03 	0 	-3	 0.07	 1.22 
14300	 1.22 	1 	1.24 	0.02 	0 	-3	 0.06	 1.22 
14400	 1.22 	1 	1.23 	0.01 	0 	-3	 0.05	 1.22 
14500	 1.22 	1 	1.22 	0.00 	0 	-3	 0.05	 1.22 
14600	 1.22 	1 	1.22 	0.00 	1 	-3	 0.05	 1.22 
14700	 1.76 	1 	1.49 	0.27 	1 	-3	 0.10	 1.60 
14800	 1.76 	1 	1.63 	0.13 	0 	-3	 0.09	 1.71 
14900	 1.76 	1 	1.69 	0.07 	0 	-3	 0.08	 1.75 
15000	 1.85 	1 	1.77 	0.08 	0 	-3	 0.08	 1.82 
15100	 1.76 	1 	1.77 	0.01 	0 	-3	 0.08	 1.78 
